100
P 0 0.010
B 0 1 1
B 0 2 3
B 0 3 4
B 0 5 2
B 0 6 3
B 0 8 2
B 0 9 1
B 0 10 1
B 0 11 1
B 0 12 5
B 0 13 1
B 0 14 6
B 0 19 6
B 0 20 2
B 0 21 4
B 0 22 2
B 0 23 5
B 0 24 3
B 0 25 4
B 0 26 2
B 0 27 1
B 0 28 3
B 0 29 1
B 0 30 2
B 0 31 4
B 0 32 2
B 0 33 3
B 0 34 2
B 0 35 6
B 0 36 3
B 0 37 6
B 0 38 4
B 0 39 6
B 0 40 4
B 0 41 4
B 0 42 1
B 0 43 1
B 0 46 4
B 0 47 2
B 0 49 5
B 0 50 2
B 0 53 1
B 0 54 4
B 0 56 5
B 0 58 2
B 0 59 4
B 0 60 1
B 0 64 1
B 0 65 1
B 0 66 2
B 0 68 1
B 0 69 1
B 0 70 4
B 0 73 3
B 0 74 3
B 0 75 1
B 0 76 2
B 0 78 2
B 0 80 3
B 0 81 3
B 0 84 1
B 0 87 1
B 0 88 1
B 0 89 2
B 0 90 1
B 0 91 1
B 0 95 1
B 0 97 3
B 0 98 1
B 0 99 2
B 0 100 2
P 1 0.010
B 1 0 1
B 1 2 4
B 1 3 1
B 1 6 2
B 1 12 1
B 1 13 2
B 1 16 2
B 1 19 2
B 1 22 2
B 1 24 1
B 1 26 2
B 1 28 1
B 1 31 1
B 1 32 1
B 1 34 1
B 1 38 1
B 1 39 1
B 1 41 2
B 1 44 1
B 1 47 1
B 1 50 2
B 1 54 2
B 1 56 1
B 1 59 1
B 1 60 4
B 1 63 1
B 1 69 1
B 1 70 1
B 1 99 1
B 1 100 1
P 2 0.010
B 2 4 1
B 2 8 2
B 2 14 3
B 2 20 1
B 2 22 1
B 2 23 1
B 2 24 2
B 2 28 1
B 2 29 2
B 2 40 2
B 2 41 4
B 2 45 1
B 2 47 1
B 2 54 2
B 2 56 1
B 2 60 2
B 2 70 1
B 2 77 1
B 2 100 2
P 3 0.010
B 3 0 1
B 3 3 1
B 3 6 2
B 3 12 1
B 3 13 1
B 3 14 1
B 3 19 1
B 3 21 2
B 3 22 1
B 3 24 1
B 3 26 2
B 3 28 1
B 3 30 1
B 3 31 1
B 3 33 2
B 3 38 1
B 3 40 2
B 3 41 1
B 3 44 2
B 3 47 1
B 3 53 1
B 3 54 1
B 3 56 2
B 3 60 2
B 3 64 1
B 3 69 2
B 3 70 1
B 3 71 1
B 3 89 1
B 3 93 1
B 3 98 1
B 3 99 1
B 3 100 1
P 4 0.010
B 4 2 1
B 4 3 2
B 4 6 4
B 4 12 1
B 4 14 2
B 4 19 2
B 4 23 2
B 4 24 2
B 4 28 1
B 4 29 2
B 4 36 1
B 4 37 2
B 4 38 1
B 4 40 1
B 4 41 2
B 4 50 1
B 4 56 1
B 4 58 1
B 4 60 4
B 4 64 1
B 4 65 1
B 4 78 1
B 4 95 1
B 4 97 1
B 4 100 1
P 5 0.010
B 5 1 1
B 5 3 3
B 5 11 1
B 5 14 1
B 5 19 1
B 5 21 2
B 5 23 2
B 5 24 1
B 5 26 1
B 5 29 1
B 5 32 1
B 5 33 1
B 5 34 1
B 5 36 2
B 5 39 1
B 5 42 1
B 5 44 1
B 5 60 2
B 5 66 1
B 5 71 1
B 5 77 1
B 5 87 1
B 5 97 1
P 6 0.010
B 6 3 1
B 6 6 1
B 6 11 1
B 6 14 2
B 6 17 1
B 6 19 1
B 6 24 1
B 6 26 1
B 6 37 1
B 6 38 1
B 6 39 2
B 6 57 1
B 6 58 1
B 6 60 1
B 6 65 1
B 6 69 1
B 6 78 1
B 6 85 1
P 7 0.010
B 7 2 1
B 7 6 2
B 7 8 1
B 7 13 1
B 7 14 2
B 7 21 1
B 7 25 1
B 7 26 1
B 7 28 1
B 7 29 1
B 7 31 1
B 7 32 1
B 7 35 1
B 7 36 2
B 7 37 1
B 7 38 3
B 7 39 2
B 7 40 2
B 7 44 1
B 7 47 2
B 7 50 1
B 7 54 1
B 7 56 1
B 7 60 2
B 7 65 1
B 7 71 1
B 7 77 1
B 7 78 1
B 7 95 1
B 7 96 1
B 7 99 1
P 8 0.010
B 8 3 3
B 8 6 1
B 8 14 2
B 8 19 2
B 8 20 1
B 8 23 1
B 8 24 3
B 8 25 1
B 8 26 2
B 8 27 1
B 8 29 1
B 8 33 1
B 8 39 1
B 8 44 1
B 8 53 1
B 8 54 1
B 8 59 2
B 8 60 1
B 8 64 1
B 8 67 1
B 8 70 1
B 8 78 1
B 8 86 1
B 8 87 1
B 8 97 1
B 8 100 1
P 9 0.010
B 9 2 2
B 9 6 1
B 9 11 1
B 9 12 1
B 9 14 1
B 9 20 1
B 9 22 2
B 9 23 1
B 9 24 1
B 9 25 1
B 9 26 1
B 9 29 1
B 9 30 1
B 9 32 1
B 9 35 1
B 9 36 1
B 9 40 3
B 9 44 1
B 9 47 1
B 9 54 4
B 9 56 1
B 9 69 1
B 9 71 1
B 9 74 3
B 9 76 1
B 9 77 3
B 9 79 1
B 9 98 1
B 9 99 1
B 9 100 1
P 10 0.010
B 10 1 1
B 10 3 2
B 10 6 1
B 10 11 1
B 10 12 1
B 10 13 1
B 10 14 1
B 10 15 1
B 10 19 1
B 10 21 1
B 10 23 1
B 10 24 1
B 10 26 2
B 10 28 1
B 10 29 2
B 10 31 1
B 10 33 1
B 10 37 1
B 10 40 1
B 10 47 1
B 10 59 1
B 10 60 2
B 10 62 1
B 10 68 1
B 10 70 2
B 10 76 1
B 10 77 1
B 10 78 1
B 10 84 1
B 10 97 1
B 10 99 2
P 11 0.010
B 11 2 1
B 11 6 1
B 11 11 1
B 11 14 2
B 11 17 1
B 11 19 3
B 11 22 1
B 11 28 1
B 11 29 1
B 11 32 1
B 11 33 1
B 11 34 1
B 11 35 1
