100
P 0 0.010
B 0 2 2
B 0 3 3
B 0 4 1
B 0 5 1
B 0 8 2
B 0 13 4
B 0 14 7
B 0 15 9
B 0 16 2
B 0 17 2
B 0 18 3
B 0 20 5
B 0 21 4
B 0 22 7
B 0 23 3
B 0 24 1
B 0 25 4
B 0 26 4
B 0 27 1
B 0 28 2
B 0 30 3
B 0 31 2
B 0 32 2
B 0 33 3
B 0 36 3
B 0 37 1
B 0 39 1
B 0 41 1
B 0 42 3
B 0 43 2
B 0 44 6
B 0 45 7
B 0 49 2
B 0 51 1
B 0 52 1
B 0 55 2
B 0 57 2
B 0 60 2
B 0 62 1
B 0 64 1
B 0 66 2
B 0 68 4
B 0 69 2
B 0 70 6
B 0 72 1
P 1 0.010
B 1 0 1
B 1 3 1
B 1 8 1
B 1 13 1
B 1 14 1
B 1 15 1
B 1 17 1
B 1 20 1
B 1 21 1
B 1 24 1
B 1 29 1
B 1 31 1
B 1 45 1
B 1 72 1
B 1 73 1
P 2 0.010
B 2 0 1
B 2 2 1
B 2 13 1
B 2 23 1
B 2 28 1
B 2 31 1
B 2 33 1
B 2 36 2
B 2 42 1
B 2 45 2
B 2 48 1
B 2 55 1
B 2 59 1
B 2 71 1
P 3 0.010
B 3 3 2
B 3 6 1
B 3 13 1
B 3 16 1
B 3 17 2
B 3 21 1
B 3 22 2
B 3 27 1
B 3 28 1
B 3 33 2
B 3 42 3
B 3 44 2
B 3 49 1
B 3 52 1
B 3 69 1
P 4 0.010
B 4 0 1
B 4 2 2
B 4 14 2
B 4 16 2
B 4 22 1
B 4 23 1
B 4 25 1
B 4 28 2
B 4 31 1
B 4 33 2
B 4 43 1
B 4 45 1
B 4 69 1
P 5 0.010
B 5 0 1
B 5 1 1
B 5 3 1
B 5 13 3
B 5 15 2
B 5 28 1
B 5 32 3
B 5 35 1
B 5 36 1
B 5 38 1
B 5 45 2
B 5 50 1
B 5 57 1
B 5 66 1
B 5 72 1
P 6 0.010
B 6 2 2
B 6 3 1
B 6 8 1
B 6 13 2
B 6 14 1
B 6 15 2
B 6 18 1
B 6 21 1
B 6 24 1
B 6 31 3
B 6 32 2
B 6 34 1
B 6 42 1
B 6 44 2
B 6 45 1
B 6 55 1
B 6 58 1
B 6 70 1
B 6 72 1
P 7 0.010
B 7 2 1
B 7 3 2
B 7 6 1
B 7 8 3
B 7 13 2
B 7 21 2
B 7 22 1
B 7 24 2
B 7 26 3
B 7 28 1
B 7 30 1
B 7 31 2
B 7 32 1
B 7 33 5
B 7 42 2
B 7 44 1
B 7 45 1
B 7 57 1
B 7 66 1
B 7 69 1
P 8 0.010
B 8 3 3
B 8 8 1
B 8 17 1
B 8 24 2
B 8 28 1
B 8 33 1
B 8 36 1
B 8 37 1
B 8 38 1
B 8 42 1
B 8 49 1
B 8 57 1
B 8 59 1
B 8 61 1
B 8 72 1
P 9 0.010
B 9 0 1
B 9 1 1
B 9 2 1
B 9 3 2
B 9 16 2
B 9 17 1
B 9 18 1
B 9 22 1
B 9 26 1
B 9 27 1
B 9 28 1
B 9 29 1
B 9 32 2
B 9 33 1
B 9 42 2
B 9 44 2
B 9 45 1
B 9 50 1
B 9 53 2
B 9 73 1
P 10 0.010
B 10 2 1
B 10 8 1
B 10 11 1
B 10 15 2
B 10 18 1
B 10 19 1
B 10 20 1
B 10 21 2
B 10 22 1
B 10 26 1
B 10 28 1
B 10 29 2
B 10 31 2
B 10 33 1
B 10 42 1
B 10 45 2
B 10 57 2
B 10 70 1
B 10 72 1
P 11 0.010
B 11 2 1
B 11 3 1
B 11 8 1
B 11 12 1
B 11 14 2
B 11 22 1
B 11 25 1
B 11 28 1
B 11 33 1
B 11 44 2
B 11 45 2
B 11 49 1
B 11 52 1
B 11 54 1
B 11 57 1
B 11 59 1
B 11 60 1
B 11 62 1
B 11 68 1
B 11 72 3
P 12 0.010
B 12 2 1
B 12 8 2
B 12 14 1
B 12 15 2
B 12 16 2
B 12 18 1
B 12 19 1
B 12 22 1
B 12 23 1
B 12 26 1
B 12 27 3
B 12 28 1
B 12 31 1
B 12 32 2
B 12 33 1
B 12 34 1
B 12 36 2
B 12 37 1
B 12 43 2
B 12 44 1
B 12 45 1
B 12 47 1
B 12 48 1
B 12 51 1
B 12 54 1
B 12 56 1
B 12 63 1
B 12 72 2
P 13 0.010
B 13 3 1
B 13 5 1
B 13 11 1
B 13 13 2
B 13 15 1
B 13 18 1
B 13 20 1
B 13 21 1
B 13 22 2
B 13 23 1
B 13 24 1
B 13 25 1
B 13 31 1
B 13 32 1
B 13 34 2
B 13 42 1
B 13 45 1
B 13 53 1
B 13 59 1
B 13 62 1
B 13 68 1
B 13 70 1
P 14 0.010
B 14 8 1
B 14 10 1
B 14 16 1
B 14 17 1
B 14 21 1
B 14 24 1
B 14 41 1
B 14 42 1
B 14 43 1
B 14 44 1
B 14 45 1
B 14 49 1
B 14 50 1
B 14 55 1
B 14 69 1
P 15 0.010
B 15 0 1
B 15 2 1
B 15 15 1
B 15 16 1
B 15 18 3
B 15 21 1
B 15 22 1
B 15 23 1
B 15 27 1
B 15 30 1
B 15 32 1
B 15 33 2
B 15 36 1
B 15 42 1
B 15 43 1
B 15 45 2
B 15 59 1
B 15 60 1
B 15 73 1
P 16 0.010
B 16 2 2
B 16 8 1
B 16 14 2
B 16 16 1
B 16 17 1
B 16 18 1
B 16 22 1
B 16 23 1
B 16 27 1
B 16 29 2
B 16 32 1
B 16 42 1
B 16 43 1
B 16 44 2
B 16 48 1
B 16 54 1
B 16 70 1
B 16 71 1
P 17 0.010
B 17 2 1
B 17 3 1
B 17 13 1
B 17 14 1
B 17 16 1
B 17 17 2
B 17 18 2
B 17 21 1
