50
P 0 0.020
B 0 1 1
B 0 2 1
B 0 5 2
B 0 6 1
B 0 7 3
B 0 8 3
B 0 10 1
B 0 16 1
B 0 17 1
B 0 18 3
B 0 20 1
B 0 21 3
B 0 22 1
B 0 24 2
B 0 25 2
B 0 27 1
B 0 28 2
B 0 30 1
B 0 31 2
B 0 32 1
B 0 36 2
B 0 37 3
B 0 38 2
B 0 41 5
B 0 42 3
B 0 43 1
B 0 44 3
B 0 46 1
B 0 47 2
B 0 49 1
B 0 50 3
B 0 51 2
B 0 52 1
B 0 53 1
B 0 55 3
B 0 57 1
B 0 58 1
B 0 59 1
B 0 60 2
B 0 61 1
B 0 62 4
B 0 64 1
B 0 65 1
B 0 67 1
B 0 69 2
B 0 70 1
B 0 71 1
B 0 72 4
B 0 73 1
B 0 74 1
B 0 75 2
B 0 76 1
B 0 77 1
B 0 78 3
B 0 79 1
B 0 82 1
B 0 83 1
B 0 84 2
B 0 85 1
B 0 86 1
B 0 87 1
B 0 88 1
B 0 89 1
B 0 90 1
B 0 92 1
B 0 97 2
B 0 98 2
B 0 99 1
B 0 100 1
B 0 101 1
B 0 103 1
B 0 104 1
B 0 105 1
B 0 106 2
B 0 107 4
B 0 109 2
B 0 111 1
B 0 113 1
B 0 114 2
B 0 115 1
B 0 119 4
B 0 121 1
B 0 122 1
B 0 123 5
B 0 125 2
B 0 126 1
B 0 127 2
B 0 130 1
B 0 131 2
B 0 132 1
B 0 134 1
B 0 135 1
B 0 136 1
B 0 137 4
B 0 138 1
B 0 139 1
B 0 140 1
B 0 144 2
B 0 145 1
B 0 147 1
B 0 148 2
B 0 149 3
B 0 150 1
B 0 151 1
B 0 153 3
B 0 154 1
B 0 155 2
B 0 156 1
B 0 157 1
B 0 158 3
B 0 160 2
B 0 162 1
B 0 163 2
B 0 170 1
B 0 174 1
B 0 175 3
B 0 176 3
B 0 177 1
B 0 178 1
B 0 179 2
B 0 181 1
B 0 183 3
B 0 184 1
B 0 186 1
B 0 187 1
B 0 188 1
B 0 190 1
B 0 191 1
B 0 192 1
B 0 194 2
B 0 196 6
B 0 197 1
B 0 198 1
B 0 199 1
B 0 200 1
B 0 201 1
B 0 202 2
B 0 205 2
B 0 206 1
B 0 208 2
B 0 209 1
B 0 210 2
B 0 213 2
B 0 214 4
B 0 217 1
B 0 218 1
B 0 219 1
B 0 221 5
B 0 222 1
B 0 223 1
B 0 225 1
B 0 227 3
B 0 228 1
B 0 229 2
B 0 230 1
B 0 233 1
B 0 234 1
B 0 235 2
B 0 236 1
B 0 237 2
B 0 239 1
B 0 241 1
B 0 242 1
B 0 245 2
B 0 246 1
B 0 247 2
B 0 249 1
B 0 251 3
B 0 252 1
B 0 253 3
B 0 255 2
B 0 257 1
B 0 258 3
B 0 259 2
B 0 261 1
B 0 263 2
B 0 266 1
B 0 267 2
B 0 268 1
B 0 269 1
B 0 272 4
B 0 275 1
B 0 277 1
B 0 278 2
B 0 279 1
B 0 280 2
B 0 283 1
B 0 284 1
B 0 285 1
B 0 288 1
B 0 290 1
B 0 292 1
B 0 293 1
B 0 294 4
B 0 297 2
B 0 298 1
B 0 299 4
B 0 301 1
B 0 302 1
B 0 303 1
B 0 304 1
B 0 305 3
B 0 306 2
B 0 308 3
B 0 309 1
B 0 310 1
B 0 311 1
B 0 312 1
B 0 313 3
B 0 314 2
B 0 315 1
B 0 317 1
B 0 318 3
B 0 319 1
B 0 320 2
B 0 325 2
B 0 326 1
B 0 327 2
B 0 328 1
B 0 331 1
B 0 333 1
B 0 339 1
B 0 341 3
B 0 342 1
B 0 343 1
B 0 344 1
B 0 345 1
B 0 346 1
B 0 348 1
B 0 349 1
B 0 353 4
B 0 355 1
B 0 357 2
B 0 358 1
B 0 359 2
B 0 360 1
B 0 362 2
B 0 363 1
B 0 369 1
B 0 372 2
B 0 374 2
B 0 377 1
B 0 379 1
B 0 380 1
B 0 382 1
B 0 385 2
B 0 388 1
B 0 389 2
B 0 394 1
B 0 396 1
B 0 403 2
B 0 404 2
B 0 414 1
B 0 417 1
B 0 418 1
B 0 419 1
B 0 420 4
B 0 423 1
B 0 424 2
B 0 426 1
B 0 429 1
B 0 431 1
B 0 433 1
B 0 435 1
B 0 437 1
B 0 438 3
B 0 440 3
B 0 442 1
B 0 446 1
B 0 449 3
B 0 450 1
B 0 453 1
B 0 458 1
B 0 460 3
B 0 461 1
B 0 463 1
B 0 464 2
B 0 467 1
B 0 471 1
B 0 472 1
B 0 478 1
B 0 481 1
B 0 494 1
B 0 495 2
B 0 496 2
B 0 498 1
B 0 500 2
B 0 504 3
B 0 506 1
B 0 512 4
B 0 516 1
B 0 521 3
B 0 524 1
B 0 535 1
B 0 540 1
P 1 0.020
B 1 12 1
B 1 18 1
B 1 21 1
B 1 24 1
B 1 28 1
B 1 41 2
B 1 42 1
B 1 43 1
B 1 46 1
B 1 52 1
B 1 53 1
B 1 57 1
B 1 60 1
B 1 69 1
B 1 73 1
B 1 77 1
B 1 81 2
B 1 82 1
B 1 87 1
B 1 90 1
B 1 98 1
B 1 102 1
B 1 106 1
B 1 110 1
B 1 119 2
B 1 121 1
B 1 123 1
B 1 124 1
B 1 133 1
B 1 142 2
B 1 148 1
