50
P 0 0.020
B 0 1 2
B 0 2 2
B 0 5 5
B 0 6 1
B 0 7 3
B 0 8 1
B 0 9 1
B 0 10 1
B 0 16 1
B 0 17 6
B 0 18 2
B 0 19 1
B 0 20 2
B 0 21 2
B 0 22 3
B 0 24 6
B 0 26 3
B 0 27 1
B 0 28 3
B 0 29 1
B 0 30 2
B 0 32 1
B 0 33 1
B 0 35 1
B 0 36 1
B 0 38 2
B 0 39 1
B 0 41 2
B 0 42 3
B 0 43 1
B 0 44 3
B 0 46 1
B 0 47 3
B 0 50 3
B 0 51 3
B 0 54 1
B 0 55 4
B 0 57 4
B 0 60 2
B 0 61 4
B 0 62 4
B 0 64 3
B 0 67 1
B 0 68 1
B 0 69 2
B 0 71 4
B 0 72 2
B 0 73 4
B 0 74 2
B 0 75 4
B 0 76 3
B 0 77 2
B 0 78 1
B 0 79 2
B 0 80 1
B 0 81 2
B 0 82 1
B 0 83 2
B 0 84 1
B 0 85 1
B 0 86 1
B 0 87 1
B 0 89 1
B 0 91 1
B 0 92 1
B 0 94 1
B 0 95 1
B 0 96 1
B 0 97 1
B 0 98 2
B 0 100 3
B 0 101 1
B 0 103 1
B 0 104 1
B 0 106 2
B 0 107 1
B 0 108 4
B 0 109 1
B 0 111 1
B 0 113 3
B 0 114 4
B 0 115 1
B 0 119 2
B 0 121 6
B 0 122 3
B 0 123 4
B 0 125 1
B 0 126 1
B 0 127 5
B 0 128 2
B 0 129 3
B 0 130 5
B 0 131 1
B 0 132 2
B 0 133 4
B 0 135 3
B 0 136 2
B 0 137 4
B 0 138 3
B 0 140 1
B 0 141 1
B 0 142 2
B 0 143 2
B 0 144 1
B 0 145 1
B 0 146 1
B 0 148 2
B 0 149 3
B 0 151 1
B 0 153 4
B 0 154 2
B 0 155 1
B 0 156 1
B 0 158 1
B 0 159 3
B 0 160 1
B 0 161 3
B 0 163 4
B 0 171 2
B 0 172 1
B 0 173 2
B 0 174 3
B 0 177 4
B 0 178 4
B 0 179 2
B 0 181 2
B 0 183 3
B 0 184 1
B 0 185 2
B 0 186 2
B 0 187 1
B 0 188 3
B 0 190 3
B 0 191 5
B 0 192 9
B 0 193 2
B 0 194 1
B 0 195 5
B 0 197 6
B 0 198 2
B 0 199 2
B 0 200 1
B 0 201 1
B 0 202 3
B 0 203 5
B 0 205 6
B 0 207 5
B 0 208 1
B 0 209 2
B 0 210 2
B 0 211 3
