100
P 0 0.010
B 0 2 1
B 0 12 1
B 0 15 2
B 0 16 1
B 0 18 1
B 0 19 2
B 0 20 1
B 0 21 1
B 0 23 1
B 0 24 2
B 0 27 1
B 0 28 1
B 0 33 1
B 0 41 1
B 0 43 1
B 0 46 1
B 0 52 4
B 0 54 1
B 0 55 1
B 0 58 1
B 0 59 2
B 0 60 1
B 0 61 1
B 0 63 1
B 0 64 2
B 0 66 1
B 0 67 1
B 0 69 1
B 0 71 1
B 0 81 1
B 0 82 3
B 0 83 1
B 0 85 2
B 0 88 1
B 0 89 1
B 0 107 2
B 0 116 1
B 0 117 2
B 0 119 1
B 0 123 2
B 0 126 1
B 0 130 1
B 0 137 5
B 0 142 1
B 0 143 1
B 0 147 1
B 0 148 1
B 0 149 1
B 0 152 1
B 0 154 1
B 0 164 1
B 0 165 3
B 0 168 2
B 0 169 1
B 0 172 1
B 0 176 1
B 0 177 1
B 0 181 2
B 0 186 1
B 0 190 1
B 0 206 2
B 0 209 1
B 0 218 1
B 0 221 1
B 0 223 1
B 0 224 2
B 0 227 1
P 1 0.010
B 1 19 1
B 1 34 1
B 1 39 1
B 1 44 1
B 1 53 1
B 1 68 1
B 1 71 1
B 1 92 1
B 1 110 1
B 1 116 1
B 1 118 1
B 1 155 1
B 1 207 1
P 2 0.010
B 2 20 1
B 2 25 1
B 2 85 1
B 2 116 1
B 2 122 1
P 3 0.010
B 3 32 1
B 3 39 1
B 3 47 1
B 3 55 1
B 3 89 1
B 3 90 1
B 3 94 1
B 3 109 1
B 3 114 1
B 3 121 1
B 3 135 1
B 3 140 1
B 3 169 1
B 3 173 1
B 3 197 1
P 4 0.010
B 4 23 1
B 4 25 1
B 4 33 1
B 4 54 1
B 4 62 1
B 4 108 1
B 4 112 1
B 4 160 1
P 5 0.010
B 5 55 1
B 5 66 1
B 5 82 1
B 5 112 1
B 5 119 1
B 5 149 1
B 5 181 1
B 5 190 1
B 5 205 1
P 6 0.010
B 6 29 1
B 6 37 1
B 6 52 1
B 6 60 1
B 6 76 1
B 6 83 1
B 6 107 1
B 6 119 1
B 6 150 1
B 6 152 1
B 6 195 1
B 6 211 1
P 7 0.010
B 7 3 1
B 7 7 1
B 7 18 1
B 7 24 1
B 7 33 1
